Date,Close,High,Low,Open,Volume,stock
2025-01-22,756.7333374023438,770.1368046259944,743.4279804350642,768.9584626892109,1097030,IRCTC
2025-01-23,780.8399658203125,783.0002493089593,752.9528006387819,756.6841667011945,1235738,IRCTC
2025-01-24,773.2789916992188,788.0081153506324,770.1367666669922,784.7677201339129,1303909,IRCTC
2025-01-27,734.19775390625,767.9274242422011,731.5464995722151,765.0798295325012,2669886,IRCTC
2025-01-28,736.5052490234375,745.5882083786041,723.0035526846763,743.3297547958026,1371367,IRCTC
2025-01-29,748.63232421875,750.7434627677982,735.4742823766115,735.4742823766115,699239,IRCTC
2025-01-30,764.9325561523438,770.8242061355454,749.2705746270735,750.2034311943397,2153478,IRCTC
2025-01-31,807.4505615234375,813.8331818904753,761.0047360698926,768.7129536169009,3111982,IRCTC
2025-02-01,780.3489990234375,816.7299232010777,772.8862069274095,816.6317530145736,3990832,IRCTC
2025-02-03,758.6972045898438,773.7699842437431,745.0972774095404,773.7699842437431,1830063,IRCTC
2025-02-04,767.7801513671875,771.8060879034241,760.1209590370465,760.1209590370465,1037714,IRCTC
2025-02-05,777.5995483398438,783.1474822154929,766.8963613213314,766.8963613213314,972279,IRCTC
2025-02-06,769.6458129882812,780.545400692406,767.878330097411,777.5995758966359,630878,IRCTC
2025-02-07,760.1209716796875,772.9844426518033,754.6712077641047,766.8963927204397,616852,IRCTC
2025-02-10,759.728271484375,773.1317391334185,753.3456507182698,756.0950753693842,1491971,IRCTC
2025-02-11,737.3890991210938,763.95060894952,730.8591631305383,763.754208631578,1244409,IRCTC
2025-02-12,745.4409790039062,750.8907428197523,709.0109102026115,741.3658974487201,2623575,IRCTC
2025-02-13,732.8720703125,758.0588956770246,731.5464731598229,745.440970415169,1038398,IRCTC
2025-02-14,719.370361328125,739.156507692546,713.2332265913884,737.4381099662598,937949,IRCTC
2025-02-17,712.3495483398438,719.3703948460214,702.431902183407,711.9076626316186,1010707,IRCTC
2025-02-18,706.2123413085938,715.3443853046152,696.4910964506964,711.9075900423419,1091654,IRCTC
2025-02-19,715.1480102539062,718.781205931682,698.6514043994423,704.0520828593114,785782,IRCTC
2025-02-20,725.205322265625,726.48711433407,705.9782606963801,711.2040653944138,811604,IRCTC
2025-02-21,720.8668212890625,733.4877087452278,714.3592250914191,720.1273189856553,1034460,IRCTC
2025-02-24,710.2672729492188,718.0074329997282,706.2246845168203,712.9294932202166,811313,IRCTC
2025-02-25,700.4072265625,714.2112689484896,695.3293470790202,706.4218811391905,890830,IRCTC
2025-02-27,684.6312255859375,704.6964246966038,682.3141423828457,700.407275120801,1401348,IRCTC
2025-02-28,661.558837890625,682.2649044275406,652.2903840350912,680.2436099684418,2521717,IRCTC
2025-03-03,667.129638671875,671.3694999259257,646.8672880574485,663.6293398851926,1528561,IRCTC
2025-03-04,664.418212890625,671.9611612232139,652.9313120537978,665.502852487541,1320164,IRCTC
2025-03-05,685.4201049804688,686.2088954541538,663.6293995371793,663.6293995371793,1044963,IRCTC
2025-03-06,692.519287109375,697.2028020636188,687.2441943385165,689.9064148749948,867497,IRCTC
2025-03-07,690.8431396484375,701.7384625542711,687.0962794874966,691.9277190544843,1087031,IRCTC
2025-03-10,680.0463256835938,698.5831712617073,678.2221839055924,693.209442523524,845259,IRCTC
2025-03-11,681.47607421875,684.2861590126709,665.5520999042548,673.4401247920089,814316,IRCTC
2025-03-12,688.4273681640625,689.3640831339504,676.4966946892555,682.3141369815257,645844,IRCTC
2025-03-13,679.4053955078125,693.6531517410809,677.9756790366395,689.2161379772787,810061,IRCTC
2025-03-17,680.9830932617188,687.1949010125498,678.1729482019424,679.6519529131334,717347,IRCTC
2025-03-18,680.9830932617188,680.9830932617188,680.9830932617188,680.9830932617188,0,IRCTC
2025-03-19,707.6051635742188,712.8802561971115,697.4986315880218,701.0482187498565,1111899,IRCTC
2025-03-20,704.8442993164062,715.739681829762,702.1821390633141,713.077461395816,1079612,IRCTC
2025-03-21,712.0914916992188,715.5425027471565,704.0062537793075,706.6684743381736,1869067,IRCTC
2025-03-24,716.7749633789062,723.2825597465707,713.5704533137521,719.7822607884958,1080209,IRCTC
2025-03-25,707.1121215820312,724.9094648551408,704.1541123893531,722.7402460776732,1418108,IRCTC
2025-03-26,694.5899047851562,711.8449592575918,691.1881820101338,708.9362380389247,1281906,IRCTC
2025-03-27,707.99951171875,714.7043207417444,692.0755978117448,693.801103231383,7239201,IRCTC
2025-03-28,717.3172607421875,724.1699943758265,707.9995193396749,707.9995193396749,1761132,IRCTC
2025-04-01,714.11279296875,724.1700372980264,706.027554971455,715.0002198904846,1499170,IRCTC
2025-04-02,717.2680053710938,720.4232274954798,702.1328208706752,714.8522856111331,1594854,IRCTC
2025-04-03,727.916748046875,729.4450407306138,709.9221924737554,709.9221924737554,903058,IRCTC
2025-04-04,704.104736328125,727.6702327062636,699.3226457275304,727.6702327062636,1061286,IRCTC
2025-04-07,687.6385498046875,692.0755635210562,646.8179995417551,646.8179995417551,1327614,IRCTC
2025-04-08,703.9569702148438,709.9222773144395,694.5406520449695,705.9289765407171,704550,IRCTC
